Gene	C3L-00017	C3L-00102	C3L-00277	C3L-00395	C3L-00589	C3L-00599	C3L-00622	C3L-00625	C3L-00640	C3L-00819	C3L-00881	C3L-00928	C3L-01031	C3L-01036	C3L-01051	C3L-01052	C3L-01053	C3L-01054	C3L-01328	C3L-01453	C3L-01598	C3L-01637	C3L-01689	C3L-01703	C3L-01971	C3L-02112	C3L-02115	C3L-02116	C3L-02463	C3L-02606	C3L-02610	C3L-02613	C3N-00198	C3N-00249	C3N-00436	C3N-00512	C3N-00513	C3N-00514	C3N-00517	C3N-00518	C3N-00954	C3N-00957	C3N-01011	C3N-01997	C3N-01998
PHIP								14.799515705654361	17.03112725609623	16.757193167963745		14.929549858541572				15.19895103200208			12.269749724895313		15.721385332408987		14.835031483167548	16.470661701569		14.044149647168016					16.07570510296864	15.36392118665149			15.869760641837226		16.560403195770675	16.3619419138045	15.67215075781055	16.249945242536256					15.634351753538475
PHKB	15.985455837031468	16.071306693275986			14.769001995139865		15.937223902720888	16.61872329730922	17.635977642232444	15.294610852780105	16.740207384150395	15.649600906127985	16.082161665577896	16.724099801067688	16.07775810408776	15.43157952846417	15.506232582306604	16.41116042764728	15.977997941814934	16.855698893285414	15.094583023441183	15.934990375969031	14.91222800735132	14.822542757911599	16.232116321746048	14.17656114494001	15.919400463783864	15.426043895938504	15.553632306922031	16.104852388127135	15.82117374276319	15.02163544101048	20.379238713128064	16.499091824868902	16.16444130965577	15.334956821299073	15.683449078207252	15.220037099341624	15.195565779527659		15.26537841302077	15.31487171133485	15.25029027955093	16.381409386033287	14.378578378753781
PHLDB1	15.433786749427105	16.88484049883743	15.112976783114568	16.206262791077073	14.716687814366427	15.537497403050988	16.23064103902551	15.808874866138641	16.188632773203405	17.921810040085845	14.851926004938449	14.734411788008982	14.145321567967423	15.183763335116193	16.129669861864706	15.54511541373744	15.126359129075846	14.918964242936205	17.272684947850653	14.44956255521075	15.611262807537587	16.560283345895566	15.415253782010835	16.47235755293447	15.194353958684937	15.221528555027394	16.248349995046247	18.77972420496449	15.051883067036814	16.806330871069168	16.337707141583394	14.423399876870256	16.966499490894968	14.814843291920738	16.72681589307799	15.200602984896845	15.22944097574221	15.916865782912268	16.55092613903388	16.60752097288336	15.160619324564214	15.61345336131496	16.671257650307712	14.257688651162905	16.85848187196495
PHLDB2				13.968970239530533	18.507315096780538	15.688361663461137			14.02497942963024							16.76788138603306				14.847237926622075			13.77434854859932	13.93747407988454		14.66666384338439			18.924069485984138	14.711585978008936			15.506540931634484			14.271551507559552	17.090925349103852	15.598026149290975	18.200551897319404			16.824332108043972			15.266529049687676
PHPT1	17.5487128662706	17.83028463725041	17.90407196717941	17.184093733500784	15.971915298846174	17.71687679757297	17.49910692433057	17.4990140380451	17.664775950804977	18.171363004825402	18.596581504178705	18.015597428489354	18.15788417504495	17.963992437314744	17.567982817257228	17.91385414315297	18.300750036419917	17.555528468001956	17.38804527328541	16.40984177342011	17.910315939515637	17.79932627622668	15.999713244626427	17.371415449022436	17.957380518130382	16.587278128549205	18.084509557865385	18.23032410785344	16.323213438398913	17.334706696255715	18.08927515338875	16.41231574193139	17.310483567509948	18.55005676157208	17.170267431124405	17.934572050786663	17.86459033737698	17.683991328919195	17.572487330794544	17.41581738260365	17.24708216584945	18.435267847293517	17.79955215091652	18.159832643406272	17.612940811247313
PHYHD1	16.02782912249775	15.798370970091144	16.946080720550345	14.723464357813155	14.899062727699393	15.281345990239364	15.656278693092156	15.898075365113213	15.864525233483436	15.596916198470591	17.44889054679544	15.296370759792904	16.36191981277037	16.986668842121823	15.743058587291998	16.213486458502043	17.140234346875832	17.33548650978446	13.99105602051825	15.58276036172652	16.36211614187875	16.71235354270855	14.037086422503707	15.841161048073877	16.71772020186388	14.95417797897732	16.25436358694077	16.544579028113787	13.687595619739174	15.921674781995812	16.072485767939618	14.545914081678875	16.6597657701374	16.878581815523845	15.920732803599398	16.158896150311644	16.520570947991036	15.857338505195306	15.557980107498945	15.134316471733538	14.051936204042077	16.883547150729395	16.690427026750058	16.379100214644183	15.691228955010905
PHYHIPL		11.951209128355599			14.465740025802692		12.096521612710013				14.166830112187274	14.541062599970205	13.642276119197701			14.696338855055677	14.521310283357032				14.000419425641864	14.48346519277987	14.22314127798521	14.426988974129472	15.571866499783262		15.16817594135337	14.161470092047288	14.358493179496286		15.050382432275843					16.037941727638117	12.673589870282754	12.640328240405756	14.457784125260531			13.75820866793372	15.073557687424723	13.869877938046177	
PHYKPL	16.15132124512794	16.74883714539418		16.00577918569048	15.123705068385489		16.259983892769803	16.031917246288742	16.070323202691384	16.329278047900512	16.25716062089184	15.80670482821248		15.936836089101826	16.381624239466458			16.01198196725807		15.455937036180856	16.50002033004897	16.310877381879884	12.201947625877095	15.971851732067574	16.183472258588395	16.387696685184068	15.86592231003902		15.525756394381206	16.092977189969968	16.01087009107085	16.17331917897763	16.343335300788258	15.425085508317	17.027048978024176	15.80364530173423	14.509502333770348	15.35536868364816	17.807262053546538	16.111220193527362			16.21807929434152		16.34846256445795
PI16	14.510555226531377			15.343391961162242	14.41736395648169				16.703355689094572															15.957114107278757				13.03956728859378	14.104077746346826			13.866761156522744	17.592474040192275							15.283926630690077					15.1670075325666
PI4K2A	12.562334504423013			15.261175672635227	14.86795388307126		15.266301625675126	15.611533807567218	14.886815575860389	13.474187791527928	16.10054662926338	15.966235331663748	15.306835046691248	15.979762104074632	15.798542351346871	14.918830169692678		14.840781115015023	15.636562823768362	15.02180498725427	13.697658360873968	16.287193911466915	14.627904657948408	15.75275656691253	14.688796347640348	12.666333093814485	15.043668871141904	15.184841802985066	12.734504127395574	16.15070395677714		14.710526086289516		15.755856888916183	15.127712776310991	14.536288605652935	13.858333680785755	13.61000092969679	14.596476709117873	13.479806380308933			15.812699797635059		
PI4KA				14.381761782829583	14.055549765286155		14.289986868142067	14.843679648603972	12.862360324030334	14.263763686420436		12.574694141830095				13.54065682076098			14.302645354518654	14.178664976738768	13.704538418915577		14.719544761097842	14.470002173804062	13.74779417589994	14.230385852393985	13.83234839342198	13.423879898808929	14.63143016749476			14.210002745415522		11.617342010557822	13.963332606583206	13.124464056249186	13.529642997223673	13.093104334398	13.543552110148104	14.433971296213336		13.60933728625524		13.723755293451102	13.748673543484884
PICALM	16.767074059391465	17.663943363648855	15.96923779640371	16.57910545873748	16.783484681060415	18.977689809240644	17.377455182901354	17.28518274419631	16.47683712347571	17.56260958468129	17.524699136311632	18.13533334595953	18.27455113112228	18.186296623046978	18.082336461107346	17.615510238712236	17.766705028303644	16.534407316855827	18.339306939341093	16.92208614576417	17.757624510972104	18.36052783496181	17.613374473817938	16.60749496960398	18.14791130195906	16.566935848799446	17.683763768608628	17.94609065007127	16.83147626555345	18.60423346829179	17.895669176451086	17.053885411095212	18.276253320774046	17.98871523263388	18.426705579327255	17.571768880077215	18.299964864903572	16.236594171511978	17.92001871705413	17.574963215669456	16.741608121461375	18.036155408177894	18.393602181406784	17.077212586225553	16.74154081973927
PICK1					15.10596816729844				15.725445469705171				15.874197324146156										14.82342036025286	13.112351508243073		14.535864618886006		16.46295143010956	14.489655272503812			14.593374557789751								15.638665400597445				16.766882691442135	
PID1	13.20628151734973	15.156019920449872		14.490181723981504	14.659871811944729		14.206254458285494	14.600584587217389	16.032910025092868	15.049814103711238		14.13670258051135			14.994508885297344	15.119066248620294			13.414870675161223	15.040920402665071	14.838350825346176		13.887601616355642	15.79142123980982	15.51551537340795	15.221165642846517	15.500399688732028		13.506294470583848	15.080180630941166	15.888188265803164	13.423944267529203	16.248344591788193		15.440928574212002	14.26204846206608	14.696956451260787	14.286939629554938	14.358917446029288	16.019145630605145	12.676173211638966	14.290760726544992	16.28677400684055		15.597137807942454
PIGK	13.599193410186855			15.3316831829782	15.794357715517089				14.880879836536122												15.377402051879377		15.633938478425462	14.830354640242428					14.998093378836527			15.43831059300566	15.520547063879599	11.888147430226002							14.598469482553396				
PIGR	17.654673335423755	17.099500977541574	14.060070338956267	17.953158528560508	18.388360489470852	15.10320105483512	16.983576342623614	15.248676643979634	15.439963877643148	16.227844160150003	16.832243008234634	14.57900365294458	15.415535947123868	16.729316626051066	14.927331018489204	15.021760743691651	15.838185724306564	16.29779642247403	16.347177758864714		14.991152131692083	16.283173121292034	17.16288268795598	13.493084040711159	14.773824570322931	17.21755281752125	15.917254755686812	14.207587722623135	17.81582289773699	16.84322121055203	15.75294284482864	17.543709547386527	14.384204336291516	15.981379232845248	16.40838437365301	14.26011618052524	15.109645929478654	16.226800013617186	16.065361493160733	16.98999370068111	15.666388490635153	15.628854947094657	17.751165140844737		16.63824570655645
PIGS	13.569196918060623	14.648640371476466			14.264163229869268		14.271811191200948	14.682146020854928	12.363556800088404	14.893712968216448	14.315983718919739	14.93061928262857		13.810682584684981	14.189406146284828	14.49019149719118	14.217678446954174	14.443721554196442	14.638122675368352	12.243439799739813	14.79333123871112	14.850331435202138	14.118013459871035	12.256922988116802	14.69473115071857	13.98134334377263	14.66735460521068	14.508010751006006	15.01494153283509	14.55220910429372	14.708586870243654	13.597882419334626		14.817262667690768	14.578564841488571	13.784043822797202	13.503558437539036	14.90035689760607	14.592301532715757			14.74586909738304	14.360722885736571	14.79804264284707	14.04174067890484
PIGT					14.903375438192187		14.459158929362141												14.70195160118057		14.638018551548711		13.99601424740388			14.841310318140067			15.08615840591418			14.098286363189242					14.524589594552229	14.51757052788927		13.665124785036266				14.298646337265984	13.932416701710322
PIH1D1	15.172222207526806			13.534114366704099	14.414956459096665				15.559861488286886	13.995044712829912	14.249245734068987	14.286683898905098	14.361867192999		14.850456809953348	14.798974756665906			13.962461410833287	15.785673870718462	14.66686157800052		15.227453640862079	14.932829274820275		14.342941118394558		13.042460538764232	14.64744623086265				15.256964924228074			13.865606029390884	15.160893853792725	12.61999515364771	12.207441856333437	15.402836549510267				14.1712430099953	14.35914362071973
PIK3AP1				15.46865257873383	14.077214383381467	16.610608335468157	15.120105523198818	15.269769249907784	14.902008404709283	15.594100104349655	15.495565199755081	15.208953818058273	16.055064059127826	15.755346901290867	16.331859331347857	16.556752664687007	16.51995234191413		14.722611752009282	16.911426885287888	15.510788792185869	16.571740936066934	13.846421410611397	11.796738506788477	15.420335860210889		16.070143905052305	15.601076829692094		15.266415731957315	16.236267928758824	9.76671068412793		15.304315067982017	16.21033093567832	15.529828656168204	15.072319315450917	16.1943690867516	15.478677678491563	11.231380469618598	15.622775904959083	16.03483870868588	16.116226278922376	16.050647841585096	15.023639580470778
PIK3C2A				13.600042275056945	14.288380262582413		13.975551454355589	15.170998346174628	15.813574375532927	13.64758394853909	13.08737438165044	14.043110989189941			12.237907937615981				12.636090296532414	14.72282184458861	14.036790888542459	14.96690393687421	14.426251902064726	13.665947235766133		14.687385119511953			14.815285708971878	13.088284239271328		14.64914305670881	13.212279430876524	14.39385696484332		12.464409022211612	14.942225711903493	12.497193090844936	12.224837432542271	13.095484067179973	14.157076747470331			15.574714421726865	13.275081792181151
PIK3C3	12.363767548774492	15.294219985807105	14.468368979748504		14.669257339861565	14.56718111462736	15.607080328051348	15.686884588482766		15.616658862405837		15.133791280762484	15.105692523511422		14.99690474677217	15.366302397224269	15.131346351570604		14.95046995243537	13.604578148587326	14.97926682076794	15.622554210771446	17.053605846288683	14.790798944048417	15.953122197528115	14.704231230416276	15.620726815460674	15.120855087822342		15.480056972599185	14.687121086607048	12.541298068880726		14.928040257313336	15.723582308158363	14.683985422564215	15.585206513633057	15.38559366709506	15.350856620738274			15.303739782071323		15.207923336772415	14.4825443317716
PIK3CB	15.151485973750916			13.829679726716043	14.065035318440493				13.45281037217547											13.512337995199836			13.879092402614233			15.16645481631805			15.479443410150623			13.859394448514564	13.90011431630299					12.80722820721571		13.624612908737724	14.599281394295435				
PIK3R1	15.620925057127462	17.149563625754084	13.222583302461656	15.622912492264804	15.819246279157081	13.437367909467982	15.306230070590212	16.9448584011604	15.705153454854221	15.782274643234958	15.804659315549387	15.111713546040495	14.757883266274575	15.284307829725016	15.478362761249546	15.320496308055688	15.345904728453814	15.519101140836923	15.772094218073287	17.33433799889874	14.58790623218395	16.06204364085561	15.70752370933607	15.380523131978157	14.910857270625627	14.665243785018687	14.847521507385487	14.785867290725339	14.701142601571846	16.481226458276605	15.24224423074126	15.270308355807103	14.827460978106144	14.95590063305493	15.0672948145819	14.860803285541087	14.715890491016632	15.292561881620612	15.139565370490676	15.93880868776979	15.423491690379068	14.557507469370222	16.897982497722705	14.683872899511213	15.143023654214902
PIK3R4		14.03456239049644		14.5481495038101	14.82173361868709		14.116301252336688	13.554534867146605	14.864471591140587	13.309749438240935		12.63630862452033			13.856146345980221	12.631288858304195			14.141735926406284	14.284527482980028	13.830426033328589		15.040025968833957	14.395393509209898	12.244764356243278	14.070916484419394		13.251550226134647	15.345726032974474	14.570110946696627	14.259907607294586	14.55767523256215	14.710537802188746	13.331542890404094	14.419978059126366	12.519285733647248	13.233951843973427	13.325787189777019	13.59191360374622	13.673885577653193		13.518158336211194		13.570217796214575	14.684458403500399
PIK3R6	17.321607611840612	18.06282735098708					15.264859383626286	14.590623527096604	14.534832557299694	18.610747465195143				13.682818267885972	14.682174721177018			16.0572870708034	17.13732358097889	15.01845436902894		14.78819367032471	13.26589017596483						15.305385601322367	14.768293126982908		11.871694848695698	15.155664025561203		15.001288231435803						18.176255308882027		16.61561335671901		14.340821339129182
PIKFYVE	19.055665767644243			17.457875093820622	17.651144801092485	15.851883647624442	14.261374668863088		18.15763748734336	16.53238682328724		11.738295737724645	13.93548387029117	10.505346775412733	13.899570657735048	12.67548974066664	10.69236333839914		15.49476084348286		15.902849361687682	12.491722066593226	16.373454428845683	16.883235811398265	12.327225154721146	17.23829668780791	12.3394765853887	13.721541886619798	18.06696895405611	12.377927370145084	12.377577308720598	15.917483148349262	18.529583168799803	11.830197464606218	13.81794795018914	14.987480091942436	16.425384476838435	16.34696047329444	14.089536513722424		15.834315876132404	13.222779638153764		13.797368705506694	16.12813609617858
PIN1	18.070239889918902		15.756237912049368	17.415024894857705	16.915144528753505	16.743519011379664	16.082964850616015		18.300946095698997		12.07291936153251	14.57010546048633	14.445068622536885	14.360765163994058	14.321527343564904	18.51913015690111	16.985802138790287		15.022188732725523	17.533577656323256	15.094024830760784	12.172434368923899	17.52766010294043	17.78024240206872	15.44635170586405	17.904447174736024	17.228486482552473	14.882337652822297	17.16525583942017	14.094204237182351	15.341749218505795	17.743111323007312	18.07595360047872	14.940688973176746	15.227573769173578	15.950782343067074	14.504117207243835	15.467899690788139	15.326466341318364	17.316741689680903	16.91811397539867	15.300098522320521	13.929417379271905	15.148695259903503	15.47756532645165
PIN4	17.497722663877603		14.405814472624392	15.915012305552331	15.61555748858388	14.759677162894002	16.004111768755653	16.45539366530738	16.287642176328443	16.872422285428677		16.150017605400336	16.52101920966316	15.890959897950694	16.757641577904597	16.77796910460292	17.116319459192304	16.26451931171246	16.603105971455577	16.889842792338676	16.72345865561845	16.64738135856925	16.17576370694934	16.098698490070273	16.71137991021436	15.582730949062377	15.689085271688686	16.47523190110372	15.875688960221453	16.40153136992419	15.754353753738403	15.71425118193563	16.252998883976357	17.274791800172665	15.655174628851302	16.69287041818991	17.010862868712564	16.507139244962104	16.294536801615948	16.66481200691285	16.876858386335474	16.806745839790896		16.12987841021385	16.678845418957845
PIP4K2A	15.622684230772762	15.381542032392488		15.050446478647762	15.096733255763638	13.891349392934652	15.190469852041417	15.108188890079319	15.84155899008603	15.605685917740093		13.603852033262188	13.267727989175434	13.498942678296283	14.95027574709025	15.401612353248133	14.779742256721262	15.520877481477893	15.686838436991303	17.43978595389893	14.348205763074846	15.3524813019193	15.930023717975107	16.511542204424153	14.570264861704887	15.960247965339754	15.11375184219831	14.093520037192633	16.343805507046106	15.845966520332725	15.561561814486053	15.935924383360755	17.079976858001608	14.312151120277179	16.77938501668499	13.696967409152577	14.178814255133549	15.076330168241023	15.577944089477606	16.570831114618272	18.169458598876133	14.390535124960287	16.50356668829761	13.284131814140238	16.53029197466881
PIP4K2B				15.837941425906694	14.379740082906036				15.251737440170205											15.365459929744159			15.163203439973058	14.261819636810863		15.049040532311851			14.498495824765977			15.028193652710499	15.876397188681363							15.053734796117045	15.230963338606387				
PIP4K2C				15.14447045094555	15.316994456336385				14.965049332329807											15.088754885088955	14.860920324675103		16.029883815237337	14.848909728420052		15.096007055196019		12.139495952308167	15.369710501591818			15.783209254315215	15.140663581106102			14.072041887106295	15.424017575339207	14.594278886518174		16.20955539419946	13.796536599675699				15.688332932559677
PIP5K1C				14.001776161209536	10.005786006500047				13.203406777994788	12.485314593169045		11.511350906203948			12.636752112095401	13.227095105765851					13.18405848012176	12.778179914414803	13.600021395724461	13.18069763752319	14.409818681750048	14.605525378106563	14.58556800775429	13.487239697710265				13.651965176950046		12.583645368647868	14.290838091287988	13.949851505974992	13.365982580033434	13.489805478846556	14.001471777480468	12.787264448746427					12.991078420913725
PIR				14.32816603645617	14.419104857422024		13.097657597730134	11.854308786015562	15.71254144141197										12.728528466364946	16.847294766853626			14.408081990622033	15.223561362777794		15.359318944282457			13.822524045663458			15.31999997656131	16.219531828473936		13.342242193008401					14.800135835940504					14.571598304267255
PITHD1	17.00468544574971	16.16142310473829	16.002864483622027	16.40183408271569	16.552697116218514	13.77291937229002	15.369921382640706	15.820540219704801	17.238006029501236	15.8853067368799	15.645565602249317	15.297304433718184	15.721025132918546	16.024764861315838	15.641969960574617	15.863959181353692	16.108351356210356	15.710547390276073	15.376904333741983	17.696793295294583	15.6448488582176	15.669134261562041	16.506545090503362	15.777159440402613	15.70907372132303	16.498554856736064	15.71212950488536	15.51245540469193	16.226754358550743	15.527077041671783	15.614329832178877	16.583783735178155	17.176361173023352	15.929895048484953	15.742240387690888	15.641263034870791	15.37877733249427	15.169449661540785	15.09696843049473	16.841196442309517	17.233807834876536	15.687323672452669	15.202145802759437	15.395663112822398	15.690364117736298
PITPNA	16.40208278452123	17.081282064070983	16.673559576342164	16.73090928149051	16.344327293913896	17.099456811404092	16.705119400720456	16.125971475822745	16.608889799324317	16.68725310723807	15.834180530036406	15.917759097515033	16.700447775897473	16.55956358602685	16.255120588213337	16.768688980046626	16.751431076142552	16.565366018044816	16.47889379072436	16.56423908924979	16.189034683576747	15.972459845708983	16.280881000824124	15.917420370071023	16.767184342917883	16.757569846493315	16.60635021344843	16.8099915522028	16.522447646551495	16.248529093551905	16.21809583969881	16.37220938475629	15.21370701332313	15.866903854221574	16.61517773419776	16.159317126468	16.200074424356547	16.567647444691293	16.51518809783496	15.967541625395478	16.935423775197297	17.060155724711198	16.0289070820711	16.481658008856737	16.69746813327015
PITPNB	16.483436680040285	15.701606222465383	16.15525572231123	17.534011643682195	16.77654258323957	16.998527040160532	16.33591590843611	14.492702033660054	16.930335554286778	16.504982420419292	15.634880735903225	16.57254346114643	16.422142332625167	16.37914974515501	15.536664645849841	16.21595225373682	16.243438570922322	16.08103424004997	16.561346252436316	16.716919232221976	16.71003080634212	16.24507620086326	16.946691712643727	16.561361006180555	16.372357758440856	17.115071880263063	16.70703020259532	15.808557860535144	16.939251354775642	15.844276402863791	15.761318620474992	17.21979311213586	16.25035501872108	16.33040987006519	14.464389136074923	16.0580553600838	16.93125920368761	16.607018074455375	15.849300866096481	16.953936452407717	16.241851760167123	16.858931947278254	15.317380860690372	16.135800852869863	17.31394983281582
PITRM1	13.660471525278558	15.780331237720233	16.710489580231865	14.585477669706972	16.52023725543601	16.9018343190941	14.804455631697415	13.820439211802148	14.944910822816402	16.024113069872406	17.05187034291436	16.61966642544611	17.26730114769909	17.30112930468868	16.27470215639849	16.265878957604837	15.869655584997773	16.45355872702256	15.988593330929403	14.544946042275791	16.75656853371261	16.076697923167927	16.09022031750841	15.982959938996148	17.019182796657358	16.050706309271504	16.20996910496488	16.430137318350454	15.92192248589026	15.619283877066591	17.014377693723347	16.522633762509194	14.231280738107202	16.6320333244483	16.368313527505947	16.525510729035144	16.082267367913648	16.384307995505456	16.856477427262906	15.358178058960261	15.357139526092578	17.46895190867601	16.613351174187102	16.758601660796675	15.560711375153266
PJA2	14.131655194542533			11.944072694711434	12.693464205787935				11.511678775429004						10.444444039285953				12.535786743029792	13.343300483083896			12.533490557044946	13.164944208351354		12.85696794346042			13.462666852701378			12.692333799958842	11.936856111128591							13.520303108770447	13.102722612849051				13.299561156654377
PKIG				15.274421566624907	16.268745995258996				16.035690392405876														15.869226569322251	16.214639097649954		16.387676115083245			16.7996688498636			15.92839757470525	16.418111160097354							15.785456626925377					
PKM	19.484720284537133	18.844926233882745	19.423764870028794	21.17855364537823	19.564769522610572	18.673376344406456	19.87225438943029	19.148306724467957	19.943742992912846	19.557704271734536	17.60373428822293	19.05142007587201	18.48645503347819	17.236555987528064	19.466621729689074	19.771208792426396	18.28389868783212	17.70647578672568	19.314492349358414	18.462554113718518	19.81441443531174	19.727234057322494	19.82133572172566	20.175678426007302	19.550455175095166	20.24627215615321	19.77015810062395	19.418289950569196	19.535035012870075	19.879664987252074	19.854681482463214	19.89459886616054	20.599558310676723	19.475572979986225	19.631784341948137	17.998884314273113	18.630210335931345	19.750838404877133	20.50614756674622	20.738034990621735	20.13897070021273	19.393218948179946	19.84819147243111	19.098973260944575	20.079080406886327
PKN1	14.528491635866985	13.8262114151942		15.383621685003517	14.12525455926923	14.889965199662795	16.329496034741734	16.11974918378216	15.971418716393949	15.041634265197517		13.64598864091289	13.755241927576133	13.569366322627173	14.186441266337123	13.994291814728406			15.293983436599111	15.889284150780815	13.884245384600918		14.685737684742833	14.83482067252457		14.372803984353386	12.913580218205274	13.692687514968405	13.84133770315131	14.018827912265722	14.020696772338784	13.600120158661918	14.3246929183841		14.570938699004422	14.06659495365312	13.678205777510907	14.698634432861619	14.725826891371689	14.202788139805113	14.978092247169387	13.65480058542444		13.8072866741004	14.781220390049805
PKN2	16.067800154009472	14.95119111767498	15.492091391603065	15.102526394293793	16.542772665797358	15.980607563653512	15.912361086645147	16.3158474926316	16.278394846935296	17.29619749799829	16.961435649768873	15.843372381344842	16.417153938678002	14.73441919095451	16.50722560481044	16.60470094934402	16.85573681896505	16.88148070052828	16.153280156986643	16.472648078281235	16.08229562110208	16.898217486103633	16.7387002376561	16.09915084763874	16.641251880855016	16.276386963928022	16.590238574792608	15.775439067157892	16.891111277300567	16.602313407916885	17.006233250885174	17.029683332407398	17.030688158780336	16.27265286877778	16.21122411357017	15.853812373219899	16.100317110852032	16.154551177307294	16.65461880389247	16.66805553686672	17.999969725409926	16.28781108712321	18.490221868720827	15.613963952152764	16.42255333648354
PKNOX1							13.00894742676177								14.272145172200245	14.437886215390963				13.585964801537413	13.790623372164667	14.705264199948612													14.7137386405384	14.621839608389871			14.064144060352426	13.443722970666789					
PKP2	17.74854144289739	16.08635083518339	17.054234596897718	12.156753443446322	17.740081783101612	15.826802936239018	16.954827213577666	16.887295700146993	14.74171292399862	16.38153934267054	16.11940920059408	16.430175221771368	16.433773917753975	16.336095595968974	16.74091304080359	16.513334716759733	15.86369765307038	15.342814614213895	16.41431620132355		17.087575290640135	16.72411010333493	17.296023137281615	14.56221080843675	16.86945621464317	16.906883806166864	16.558903769530488	16.916505358062697	17.426458442026863	16.490278180526076	15.85704059178178	17.244951092285408		16.958173189103018	16.386596420606594	16.473177756131395	16.89835339184999	16.51420414390355	16.755317762648584	14.814791104150212	17.241331934730013	16.790128678361167	16.25637078545574	16.898792433246147	15.219749230100497
PKP3	17.52878816718213	17.1429762523303	16.55277854589225	14.371885560449153	17.761773883580503	15.496050132276872	17.41600420388435	17.174375100803395	14.557497871461285	16.112000526491144	17.211369306628637	16.96602697012185	17.38380420326338	17.335237178776264	17.32760035751845	16.746159670110018	16.90448167834264	17.095110259633156	16.286611478458784	16.830343359085802	17.156127565763406	16.67131513184679	17.242953233042456	17.0500362118428	16.958316038499998	16.5632897225584	16.419791283829284	17.001842398490123	17.14477517532067	16.469080597411985	16.3589372931601	17.37822745284429		17.332961993783645	15.809758855359101	17.31461024422636	17.222641762769435	16.92976510389499	16.77414176538215	15.50160133341981	17.00675122896784	17.11289132030509	16.75531334616129	17.046240827390445	14.776510003177119
PKP4					17.97344296513181		17.356343544885025	12.287440215737286		12.30084876745963		12.198544436228486			12.259777481736235				11.58492501969733		13.432604563670369		18.74685888418004	17.177504451744444		14.469459036027084			13.543404298919278			17.479152572068475	15.938620090967634			12.98259095509569	13.573959295350749	12.803948648473833		13.423836545046017					
PLA2G1B		20.16014051225401	22.139456672270008		13.961263338080784	20.923332430234694	20.836055215207654	22.095274097157265	14.222722095404668	18.025763246478512	23.673768191638935	22.55548319931302	23.67051249254253	23.51401074200854	22.572530243007098	22.717869059482705	22.071861525153412	22.39274329726287	18.109320522498308		21.07072458141206	20.45432445174984		11.646559976904614	22.043645316048835		20.988374161198255	21.543843600814004		21.123578470402705	22.171024843173345			22.78577747644138	20.285262469777436	22.79869922295711	23.03682406394575	21.87324794356441	20.43240518669494	15.323175717654255		22.44101974565512	21.781409443139328	23.401185779580764	16.736121362167488
PLA2G2A	13.719369877384876			9.839322311579052	14.08023631049827		12.012004181138344		13.923873406711893	14.626425410907272					13.72705783801782	14.210015396187455			13.290617535872908	12.417799676249345	12.897989834691014		16.219819946266636	15.597598386890779		15.079068567146084	12.308941233422905	12.866761935286531	15.567784803321429		13.107112005966286	16.0821555957254	14.037420744163514		13.492894747408343		13.825363342493878	13.087877162183707	12.674592222806607	15.721710994905779					15.816421806305865
PLA2G4A	12.841741914869617				14.377875186215286		15.727705944501322		11.01701203613257	14.089712251129303										15.013950933096396	10.98583694328484		15.021252998639355	14.19737017581669		14.503538453328177		12.67429578750697	15.259022448055608		15.932522608648672	14.729841103512166	13.840091027081709					12.629563382540237	13.416786269776932	14.086683128459132	14.900415375117738				13.886755220468904
PLAA	15.914537747633828	15.912144236018912	14.66234221770218	14.958516942758386	15.297533836787794	13.75442451226438	16.0880693629571	16.14213033923085	14.014702149004705	16.271518328216136	15.989437520166074	15.920902350569934	15.61358854401659	16.06765515048077	15.77283599934036	15.531371243705664	15.790498498431933	15.801462979499272	16.260944709849937	15.970282512644582	15.77312352755112	15.79541493701321	15.330457632962858	15.195919606491351	15.653069761197191	15.410137759295758	15.87845028800797	16.010632240548624	15.961974707527174	16.08121097973205	16.127981847687945	15.42297037278011	15.705138407154536	16.046506949491658	15.863937265914956	15.383384466631783	15.778163135778328	15.713816459161624	15.942326740764853	14.999409788831644	15.969898490732502	15.661334614753251	15.244941677399222	15.390228016029306	15.496491227973
PLAC9	15.352929102324433		15.662381197680872	15.163719816480487	14.63156129747759	16.86279867115582	16.025203552645753	16.609429143203986	16.537359910018285	16.332573237010074		14.496832832882971	14.358219953416988	15.06368676601392		15.791061566842538	15.807194780544409	15.728351273161993	16.295598677482715		15.912293255615953		14.649882597156218	17.90121521013755	16.33776654375788		16.589451742028043	14.462582411532626		16.48081130752051	16.543446414074918	14.882770637730324	17.180057519453	15.288214793083405	16.414672666510036	15.656988999067265	15.519395242309727	14.567301361157089	15.277664526245847	16.709790107681172		14.179323054344039	17.63351095595864	14.316772264711462	15.29600783369438
PLAT	18.634926814751907			14.214954826103925	14.591881265024977				14.361417838884119	17.160947553510294				13.618682617434994		14.268308823993486			15.265570662164835				14.958796393900274	15.199869630543285		15.401744494408549	14.975812192546831		14.979321063036817	13.291638056879293	13.558663365133695	14.189890381680105	17.368455764147228		14.727545685170737	16.31942632803311	14.00770387920196		14.612783218017306	15.371213618379281	16.42573517441048				13.916436683201102
PLAUR				15.594822586873216	9.766165649337946		13.60679244549264			13.095143044375593					12.564651439696677				13.447193504864853					14.90223360394892					15.022968611762712										14.492798719009299						12.735756574298915
