Gene	C3L-00017	C3L-00102	C3L-00277	C3L-00395	C3L-00589	C3L-00599	C3L-00622	C3L-00625	C3L-00640	C3L-00819	C3L-00881	C3L-00928	C3L-01031	C3L-01036	C3L-01051	C3L-01052	C3L-01053	C3L-01054	C3L-01328	C3L-01453	C3L-01598	C3L-01637	C3L-01689	C3L-01703	C3L-01971	C3L-02112	C3L-02115	C3L-02116	C3L-02463	C3L-02606	C3L-02610	C3L-02613	C3N-00198	C3N-00249	C3N-00436	C3N-00512	C3N-00513	C3N-00514	C3N-00517	C3N-00518	C3N-00954	C3N-00957	C3N-01011	C3N-01997	C3N-01998
DYNLT1	14.780829197678022			14.46437108346182	16.378731945284876	15.0525108143651			14.493265123473227						16.96603711647276			14.359492207394608	15.494664587539235	14.810843186831393	14.067796976588744	15.90922572463921	16.41281388676473	16.495134030820402		16.187820872853894			16.34211557548654			16.493401978647313	15.674780973249057			15.291928302873185	15.044304612929027	14.587327245601827		16.875048716452532	14.93385586869536				15.872947544970227
DYNLT3	16.94971335170186			15.538864136224062	15.898926290922514	14.343626942001022	16.355175316362345	15.078331187670635	15.885707420028913	15.879613363449556		15.431188930372794	14.658876691422394		15.43164956522527	15.78157458599507			16.391686973876883	16.01701077686907	16.151288261672747		15.371478517339488	14.82657788629557	14.086975728462845	15.238135349072932	14.130370868753062	16.036871789058864	15.212089437059058		15.252074165335879	14.55601428874807	15.87915918082685	14.345989613899665	15.31627839809816	15.341764172339069	16.592943937145346	15.676105770761238	16.011720855027583	16.224938001299222	15.345470652049723	15.945485432891365		14.4507636067971	15.94504827311013
DYSF	17.442006023924485	15.27781747414465			14.854326577268504		14.250140908334318	14.991255131823866	13.258753197300292	14.291572073203545	13.710855287857754	13.35745236045136		14.546769170447575	14.869012363016667	14.224098777917416		14.140322031795021	15.433026903928923	17.626279938057746	13.37858439584269	14.277379102686144	16.19694712223117	16.051558658983076	13.664219380598203	16.302002106488914		13.880287871481864	15.994644681012733	14.877499479662408	14.273188411518806	16.096576307177326	16.647011237992402		14.804231974510412		15.224664011693523	13.477102684048068	13.66656794662399	14.944103143731972	14.935851504929724		14.999352465928476		13.965693077180624
EBF3	16.1687697738705			18.174560876371515	14.308971655796082	17.88963916806133			14.7950911068161												15.264487784744361			16.311209296210855			17.71762281556396				15.460937099257167								17.931213305802565						
EBNA1BP2			16.123712209553638	14.366622573819763	15.133492799219878	16.774700796249803	15.5570796973828	15.718236845921378	13.585515151587334	13.46381966392277	16.044336799726494	15.143762761122911	15.101289770383747	16.102470606110845	15.324047867022198	15.32963506851272	15.948840771668099		14.480360587932529	16.174573365632313	15.388596105493095	15.356671418313068	14.503057071165246	14.860971230185694	16.65797711299381	14.305835759711714	15.896590308310767	15.226577680134234	14.55331157490341	16.064088413674817	15.291182186938482	15.260602637902792	15.121619907866325	15.691296866526162	14.83795237446147	15.049124158578763	14.936859219539235	14.83755052562364	15.458967805218577	15.834588618558294	16.625128986868173	15.236900629214448	16.305465901597184	15.6526485601081	14.233728113227437
ECE1	17.31800437794711	13.990590141803173	15.091666835574012		13.448871336296733		15.738168419490615	15.852853798907601	13.444897456949889	16.540455628556277	15.636285099107093	15.538869498860501	15.829042419206095	15.566761777949196	15.474156576314899	15.280645683181914	15.131496433915881	14.868534894640971	15.004875638134791	15.076108408459563	15.24266918272841		14.428000021394864	13.923887625941841	15.77714453588062	14.792036000974417	15.320438848624992	15.849817839552944	14.76732463361315	12.903454504598583	14.724652982714375	15.006374177679387	14.219795085316017	15.067819475271348	15.293494495641994	16.37323516240883	15.734650792926535	15.311377160642486	15.533073896674427	14.521588786902331	15.025516105143623	16.23367494874855	14.680809793200734	15.941674787798117	13.926437577970747
ECH1	19.090801462750154	20.191021665992206	20.321044337262123	18.08562133027272	18.91882844889924	19.430648081935974	18.65896803280344	18.714586811687653	18.489710433004504	18.500567415717125	20.474908319205472	18.72950759784085	18.663692823100202	19.218656418329257	18.716366017667823	19.180318729903775	19.2111944255288	19.105798260205177	18.02314243588401	18.676687301929334	19.43591796100583	19.321027715100655	19.140771954975307	16.610894372303594	18.109443986385404	18.226097289458657	19.119831044758975	18.466269349672544	18.219741506566976	17.282059499407826	18.858947483291907	19.253776987672552	18.59518189547416	18.510550026680487	19.045815251065182	18.562870179628888	18.230047353976847	17.866121913715386	18.48216950894002	18.03856481092836	18.682222215809922	19.106021134740065	21.136115576364986	18.432608592337637	17.531559182291645
ECHDC1	17.488478037835545	16.52852911617199	18.012069048565802	16.78736072804581	17.454394217408844	17.659452405169734	17.016373557843895	17.399033988299756	17.01053579493797	16.52659160773371	17.82817411587954	17.550732522901544	17.39170956103795	17.356892577793456	17.537886904386497	16.93888309355295	17.17204476742331	16.340232331847673	16.474686103662993	17.485995881392306	17.755653009495287	16.905443789601225	17.324898625513676	16.421313071929397	17.006515102639145	17.33663376504454	16.85985211191237	17.46726953358553	17.08301697201714	16.937911727915175	17.348083204243583	17.455120755580218	17.488799176714434	17.067218734638963	17.0434388302763	17.408486640603094	17.73274228420621	17.276156573523537	16.729019814302475	16.644777447199928	17.061194518130787	17.220650837164534	16.098035963108767	17.869815581524673	16.39045183034782
ECHDC3		13.348980649225688	15.671504993807943	16.743215758729853	14.584077354778296	16.90596026528827	14.083636214419156	14.932111823001666	16.72178039356938	14.302166988987302	15.093722502059512	15.933151754455562	15.50254382687688	15.269170945098592	14.980651078691748	15.61511944398176	15.54243734690225		14.552286378493372	15.681524901245822	16.237281561448857	14.415389129220262		14.438363079109472	16.333348166633076	13.74028716319589	14.697019389263994	16.469464867725176			15.376835892544223	14.462946172042878	18.612773410755537	14.816548069762394	17.297442392043358	15.472213760310856	14.512240546742447	16.721356078084582	15.534092167214935	15.193097932995524	15.470029984102744	16.295946573695943	13.270280203575917	15.185827950747045	15.27363869096375
ECHS1	18.70234847370018	19.466921282556974	20.28659371034586	17.496955572573675	19.829743365429774	19.466786827008807	19.118213304157273	19.747039587585494	17.337829610716025	18.840055865236927	20.395744464313555	19.729284575674658	19.780075211347786	20.038069383804178	19.28440529563812	19.3494817112304	19.92622532910625	18.929724571085675	18.0247126281778	16.37718063357384	19.759000586655773	19.51710717498946	18.926002180523263	17.989385255753746	19.859997266800075	18.67130896535707	19.63589510987453	20.139153771290513	18.86012674629168	19.151564806415053	20.17242281496943	19.019254732410257	18.92955775006941	20.59042801832294	18.817877814944765	19.372207427563335	19.288858761860446	18.91963456246421	18.99612343847691	18.586938366830466	18.29666332346456	20.031969760589153	19.28384917316465	19.793087525500844	18.21773765756407
ECI1	17.471341206659197	16.037498539556708	19.400478079253343	17.10335134455492	18.612099505816364	16.773605850736026	16.39596798485693	15.650175913605079	17.76068157383539	16.118066159884826	18.484075536932	17.708141069107338	15.839935737174553	17.955255223879377	15.669802061724912	17.600647688498384	18.614490739947314	17.763154501772174	16.196136734253187	17.04684109748901	17.912003036980163	17.741153536489566	17.77365744689797	16.843091020116205	18.94575409347428	16.965954920091697	18.524386951306507	15.924367897926286	16.895060445704427	16.154315955071493	15.012830543169125	16.826716295303758	17.246917941076266	19.359415082034296	17.699033472147136	17.373033149736077	17.862256229898993	17.215973641756843	14.817360663435162	16.369099135794727	17.720358020616587	18.555554478264227	16.530823390724066	16.40955078887853	16.942847560630405
ECI2	15.442677612734283	17.571806557426022	19.774559894627142	15.622423235854217	17.738486827470815	19.554293194287574	17.790041308120205	18.536726208887092	17.09929495654536	16.630992243425645	18.823268849970965	19.13735776778669	19.13420989291453	18.68106629987096	18.069337502263256	18.07350620813158	18.415674036862043	17.881280348111037	16.323607208194264	14.985859953824772	18.560521961873324	17.28223060455308	17.099817210103012	15.789622476575124	18.405415056612476	16.35709890314069	17.671742879666	19.1112317336891	17.255473986367882	17.101406303229016	17.787458008490912	16.915553927563256	15.819732567633313	18.957091034013622	17.86190865075755	18.958298719189695	18.46728260850674	17.909458792261365	17.39808473512431	15.833297036504435	16.03939760281076	18.964447493347727	17.168738541184698	18.976302473739473	15.85789236806137
ECM1	15.450585677623698	17.47549413191658	13.075562765999557	18.373024661328245	14.829967556787308	15.361915362029883	16.49246241249889	16.091139472815293	16.617560281190705	16.523072214084877	15.087352378076782	14.169296736415658	14.54152943115586	15.243237381435806	15.69597010097186	15.80407166447942		15.70372526028802	17.195492195011994	15.99574011144438	15.191172717463811	16.950914922511807	15.51770480429464	17.48872592925022	15.464831627201194	15.825683180535965	17.0371986842751	13.577302963325758	15.571235247676501	17.11885630785288	16.73563096222136	15.497852442170768	17.558825456350462	13.892322303436126	17.002513704387606		14.016882388265136	15.086683545691459	16.42931705726102	17.340626182683206	16.254194863632502	13.287671546312064	16.99900173039952	13.114841273014893	18.077843161830028
ECM2				14.676609844914774					12.802020305089068												11.288987658600979				11.768896776181734					12.200337182303349	13.130069102359194		13.705010237848317				13.466428485124872		12.044062320733797						16.74306598140458
ECM29	15.227140969760656	16.29129203306311	16.533093221905244	15.09096060792871	16.264281831486578	15.601727022573332	16.87133401372101	17.412349071500078	16.023706661294945	16.29009457486694	16.496020411682085	16.477398899683635	16.32540693272203	16.10065981100738	16.449377394898285	15.791610988355638	14.718416414783043	15.886769929980385	16.097814483159542	16.103918787942334	16.348651686016158	15.717304704489823	15.983677525382252	15.170091975341817	16.204357946294262	15.495102126338642	16.194646851339108	16.95750378658166	16.257863092440672	16.137174623503768	15.99251842848559	15.83406605799804	13.479403913375807	16.371954698189604	16.87885518379911	17.367633866869586	16.634997598641064	15.766052671916427	16.322408794961376	14.952802718381507	15.269638771216988	16.46907187652467	15.444922097796102	16.538232283627	15.016789940517425
EDC4	14.640153459129648	17.816778784283585	16.269078598384304	15.987923967560027	16.402469075070407	17.214913826882604	16.392523364471423	16.83904753838218	16.286790308532446	16.57031501490139	17.175649149701293	16.507660161012154	16.47082137282049	17.320713986940003	17.614135081762768	16.217112458886835	15.728743581309262	17.92086008417297	15.983545772117592	16.7193201219981	16.742186275758165	16.141481046948456	16.06184303026672	15.803256691785217	16.113288488067912	16.240173246923327	16.15631557276428	16.33830664736452	16.523203538521667	16.18141066269607	16.622287556591097	16.238751773893444	15.540714956408072	17.25532005388708	16.07909153556175	16.765428093352504	15.934114139097044	16.657012716567184	16.49778757264301	15.801650170108973	16.37978441469523	16.420547972932756	17.17475504007643	16.378809215368424	16.11239607257651
EDF1	13.861121681866553	10.588715949188712	15.85579771044059	17.260101622402804	17.04204528752379	15.382327286558336	16.084211336083282	16.081789196065223	16.386813320183915	15.468340958912798	14.733902908393747	17.22016227520315	17.013027497153182	14.34866084742273	16.453994109526374	16.200890398497297	14.547290329564225		13.826486081505491		17.159131760511777	12.517343833939435	16.810322241188643	16.705714725194937	15.222441261859208	17.00559099225184	14.970015597790718	17.204824617859405	16.30260814328548	14.683801701932783	15.925842883101103	17.25238408416825	17.037010295790655	15.230694352924624	13.805939194646031	16.566755821944273	16.984945127625583	17.057990382872507	16.41851960749322	17.081261819366585	15.971115768602996	16.739696561805637		17.230326594976223	17.24066335471562
EEA1	16.18309963380558	16.107817021476173	16.168394044503188	17.071971783855183	16.18866343603773	16.52956550941525	16.576646062640975	16.173454522989378	16.837106547187336	17.138972599007136	14.71026774388264	15.931253655661594	15.706114085756438	14.939795458415842	16.302042492130383	16.26979397780711	16.071242374651703	16.493018777077275	16.682019478530368	16.313005911605757	16.357380273600867	15.854009260289786	16.10674297787698	17.2373133658941	15.77824104866824	16.106738136572687	16.094201651050085	16.137379731075626	16.160911309560532	15.760429917761034	16.28886955606412	16.066245035376742	17.592432071616262	15.741740874264512	16.757979957335152	15.866367534284043	16.1180224765965	16.301572752382945	16.159711759369063	17.16624254211288	16.36321376090272	15.979487865875623	16.79157608054736	16.14794786629376	17.220826839139775
EEF1A1	18.791806593117922	19.36552101952816	22.089145089751735	20.30999329611223	19.803597051607714	20.21966049728467	20.82022426220618	20.636418635668534	19.115503448801718	19.623321068488618	21.52914821738554	22.108819636640828	22.025457781381014	21.012047513322027	21.181028019143753	21.302652261511252	21.548097171270435	18.671238159437983	19.97740289996869	17.765580141276327	21.541597175488697	20.00043545186447	19.23960313621306	19.61363751304855	20.90352400758673	18.992655936121537	20.711907897709015	21.554886401979665	19.033790581250123	20.663126524828957	21.34237547828054	18.989893639272303	17.566261451095645	22.413834437968614	19.891180961127304	21.354160490564663	21.30820315968086	21.408765468869163	20.838563688381566	18.967570926648293	17.193325409478174	21.808542928782817	18.87321149578417	21.378631548815598	20.20016542216303
EEF1A2	18.277721028974288	18.435672282759754	19.296399109682156	21.773808560494377	21.64115158244213	16.89914137936437	16.607311991667316	16.626356286170047	18.602843122776658	18.214342483351214	16.639849663973507	16.559464240675144	16.87233900944566	15.881568196070074	17.66721910309154	17.49508781414249		15.064748169247627	17.267328102533614	20.516562581061564	17.605251480214132	22.68876386757234	15.248111025167828	18.564623395474374	16.613520779662853	17.443744984661404	17.5362214533052	14.03674684528125	20.681875985139538	22.037456372056333	16.163022556269087	18.802138921198363	19.831193703502123	15.918483669846385	16.275190044565573	17.5554590449101	14.814799719649802	15.984016102266867	16.873415018317584	18.70861456946112	22.130522682394847	16.92171237042769	21.586715623238387	23.481724988317136	15.85835911271323
EEF1B2	16.94099106535507	18.79538635565284	20.92807895110264	18.16689058660518	16.32811139677498	20.426337289541646	18.960438911518764	19.589959938604615	18.09620343844845	18.311676263187998	20.22297055654015	20.239875600149578	20.452155353004823	20.04324982544624	19.858171632641696	19.864322249393275	20.326398640853373	20.23938550564842	18.18013836805852	16.575945461689876	19.863796880540043	18.93894417220978	17.04805676626735	17.636181300761862	19.31072271319393	18.478998566812916	19.47119993327847	20.426638922291275	17.488017711041174	18.84516503824917	19.159576334805884	16.31482867358174	17.748370738391685	20.497322902753005	19.053584012207647	20.155713651447705	19.470163010460478	19.417863309125213	18.85104755133827	17.738072577594266	17.601925060429014	20.11159033027472	18.863471970406263	20.18098472298166	18.077928859972168
EEF1D	18.183380525257558	20.207186483948018	21.79884056893959	19.864564067834518	19.309733759878824	20.48469973390823	19.751274676738515	19.908015749511737	19.426576118029626	19.720717462167574	20.843601387489706	20.82212516883917	21.01331097567407	20.081947263852342	20.107353627656487	20.13785952928042	21.061195530319154	20.176610902292076	19.024497035756987	17.8278588323621	20.686443350380145	20.804860148693205	18.667040272146476	18.883548209466237	20.488650989680004	18.70159142806315	20.470644630216277	20.874430404313642	18.39341418202538	20.01098883687572	20.25037728141165	19.00068008909674	19.118712726335293	21.170386927319903	18.927214857243595	20.976351583224268	20.242031586529734	19.99919590366355	19.629730131473103	19.336277752932503	18.234594445534245	20.913519108125694	20.021142755282117	20.764085267380022	19.026484505034055
EEF1E1	16.51528558398638	17.26934421876986	18.600241873588025	15.501945135198735	16.32004695053476	16.52163097190491	17.64144500848258	18.02558125466002	15.128965094501869	17.030261649703426	18.8897378301387	18.06671440088087	18.61910425414515	18.70047582798451	18.213944947729942	18.232141289672356	18.355802591276976	18.91790954015163	17.43196456446338	16.937272614858262	17.973153696434764	17.90317299180965	15.82030306657943	16.42223427900282	18.212373328422462	15.787340368360132	18.117891461769247	18.631271418012535	16.037150897967102	17.825269666749477	18.235730169016307	16.09956373182599	14.903033891582233	18.865374994129116	17.273825498596025	17.64972236154352	17.59768339706809	17.505056060831574	17.659353955674487	16.435306143617193	16.656740811676272	18.345943965350543	17.95715830866287	18.401392027580837	16.247107851699628
EEF1G	18.225882854910946	18.21931835200147	19.825185764846026	19.311712431876114	18.8204203071437	19.24126464538678	19.686963422694443	19.679138246427648	18.93207674546582	18.832000489152556	20.35333135551558	20.671802490799045	20.314034256593903	20.245905694298756	19.815133471990354	19.54099026940699	19.807631594491205	20.48675040048807	19.291350885442043	18.907245479903242	20.215114741865317	19.048565435064244	19.14020431626063	19.267874365518587	19.438638442290824	18.245452381190404	19.26859087780802	19.976231372402285	18.978750068882977	19.14902211258322	19.42709578915141	18.320356675754507	17.355767751988186	20.56811799162588	18.90135883368001	20.471139191812625	20.48126346369936	19.724779798596686	18.97774093379184	18.368047651975903	17.95255895698782	19.768613148991886	18.98815624225521	19.878563376550975	18.85460375703987
EEF2	19.6179700728791	21.397998173462675	22.714492767713313	20.71464069001661	20.38899708981681	22.588605564119558	21.761957305464975	22.211947206501073	20.954276409877885	20.976664602611823	22.1077487903013	22.35821433999422	22.281770841637513	22.366499779174184	21.901153588801236	21.42213292980087	22.043682909473624	21.797391068078362	20.7205220877179	19.860789834839498	22.14510306100648	21.200188492913355	19.747376980259094	19.87958972027421	21.4664608721528	19.651354666630834	21.294713958517153	22.380642562839594	20.215328519057753	21.419037657832792	21.644225948177773	19.742331135201283	19.06445333665652	22.5207931513856	21.624452659150563	22.406384853651737	21.72727248012711	21.539195391041826	21.356507234865994	19.474976523222622	19.63307040671214	22.070471162091195	20.993896525038643	21.912823618278868	20.08980053108019
EEFSEC	15.396258521916492	15.732150435737983	16.125577848053368	15.036566995096718	15.49395329257303	15.504845465458494	15.815026310300066	16.030856502305642	15.12299022663061	15.694076675109036	16.28977209880602	16.314164478747323	16.337634514067425	15.96102442325826	16.00693861416464	16.176563060986982	15.829042963629522	16.686020949403883	15.770454433636623	15.070647701361631	16.119105509515048	16.09359961229309	17.716098746776453	15.602123684811145	16.467138173906807	17.873899924115964	16.334740526618972	16.548503966036694	15.992106674720546	16.247359073456327	16.19817035603443	18.471880091947405	15.248254375829237	16.901729777737756	15.662151968089317	15.6280277840333	16.006330384943215	15.84342905288757	15.806021109561783	18.37254026941124	15.634111944055986	16.71593392852736	18.97576065794321	17.18240409855649	18.629607442061253
EFEMP1	18.00950894010887	15.92278021413513	14.546669278145792	20.169866460217808	16.52997979798007	15.867322589240338	17.239195014220094	14.615422747646729	19.502796691038647	19.204958876784946	14.911381958712308	14.721437127266581		14.678569928583546	16.112429484729702	15.681391727777532	15.911261845391724	14.84417609938407	18.806236113344983	14.754003518110279	16.78936774345185	15.954643414529428	16.5280957719082	19.323049342387044	14.842075491187483	17.047589988448614	16.438386302708924	14.777092917561106	16.601541999773158	16.382498412879205	16.76938991410522	16.291632200039853	19.68651083397573	13.516475776016563	17.604056953249597	16.132207440480364	17.79841194054765	16.820550722596455	17.037351047193095	19.616684266153026	14.987736572107028		16.46108076182289		19.08350921299713
EFEMP2	15.824496466064895	15.678852365335183	14.99304058856707	19.501791030539714	15.707350268220836	16.1063603086864	15.948258344870457	15.25059945843523	17.973651660328194	17.44938510086801	13.569732213324997	14.15927703835524	12.66353390070511	15.72500872697092	15.262846843291172	16.49820453352241	15.040957450639628	12.71565609316009	16.577434999138706	14.242049861591095	16.650941226618873	16.087567816566114	15.30830266015384	18.324531258814442	15.556650973521222	15.52432204546201	16.67897347734185	13.971848453869411	15.423567388166951	16.690155398424572	16.532809662601984	15.573365193179358	17.168750892423315		16.345250934691467	15.896899916221413	15.789053393832635	16.04400366662068	16.738562813981464	17.81233471165205	14.358101919041767	12.762180174966527	15.256975019402809	13.32511758719798	17.97173847434565
EFHD1	12.359775998633568	14.025816500800861		15.413057445067778	14.032993961234576				17.031052801762552	14.816577823744797	12.70259095096133		12.444943741053262	14.921553191476828	13.927279591856042	15.04603638802392	16.010219000916138	15.624777007299892	14.571665961024287	17.484428491693212	12.377982654150639	14.350017085564216	15.02161508316173	15.31193604466499	13.667853551858892	13.847145948459874	14.144312775174205	11.746266756563678	11.183691195348766	14.696011432985761	13.030204499731843		16.434795519450933	12.925747716880423	13.73404980523129		11.795337562536393	14.084819126809412	13.598625428397051	14.364077081606858	14.425009795138427	12.703945053923304	15.307445409694296	11.486357974610867	13.213517898696788
EFHD2	19.391701629057707	17.69583729555656	17.319107420631717	18.607367445144757	18.716874691417956	17.120320809419002	17.71153981469379	17.245992325357797	18.420834635826512	18.090607939564354	17.997940783669026	18.043505488382124	18.492430931519642	17.855216024472888	17.53775730001262	17.566846407626283	17.702907821994142	16.82398009577491	17.940261945971727	19.46685612850162	18.098073596238113	17.14829971473469	18.500749211205918	17.743420066765164	17.15055580682941	18.740139404774723	16.6556340773585	17.629743798550304	18.480526141249506	17.185309649595958	17.06102474173246	18.597056738270076	18.096161647200148	17.170777340027023	17.309414165140623	18.58909988533806	18.65379519368312	17.851702166744918	17.13585400948581	17.350815019933567	18.326988155685598	17.973174862603766	16.338649136979665	17.938751044057366	18.63645334834613
EFL1	14.796593693364759	15.703241411073957	16.49337901946673	14.774677703823055	15.533489061706463	17.41258132933228	15.359662930679727	15.438495868271099	14.276135801676467	15.027450719791975	15.538332904720402	15.058656256270602	15.657364306740694	15.959047147273688	15.317212117574071	15.315964795638372	15.788158787802077	15.201625876710205	15.867674667918944	12.826460814068865	15.07721555502109	15.65469156193235	15.210316534030978	14.738835197762338	15.694526788030013	14.758245751307143	15.764994011552439	15.71376565967471	15.098294018013506	15.553006078279887	14.969504395064273	15.113656357213909	12.958339775804477	15.266237808609498	15.49467509808414	16.073943810928547	14.996860469936765	14.954307532401657	15.24280658623787	13.98984763778819	13.885462899592424	15.45860002165776	15.448954424747404	15.370723888806346	14.71584096610459
EFNB1	15.780560450847608				15.495702932366605											16.72573823806985			16.1994705118887	15.64037229645366	15.66390216512511	13.970345971303514	15.263935227881388	14.511007036166868	16.628536797132668	15.284012147535874			15.191908182694258	15.629936753946913	14.39826723819465	15.396388723344892	16.962380441710145							16.050026792547254		15.539551685029858			15.297070035089282
EFR3A		14.141001935378428					15.16275293607173	14.24619991989957		15.737701407157179	14.818961329658359	15.027878438251822	14.82439031421349	14.983612880580273	14.796430804771832	14.654002642556206			14.263669259461997	16.029052445161398	14.64576280725867		14.510635609505046	14.265359008920466	14.491664178328755			14.808859055109346	15.032712900808791	13.390039241103246	14.523029296227634		14.580053540394186	13.749883204253518	13.797512850274128	14.64743658326353	15.131278875489064	14.99308648477335	14.81918166343213			14.716578370791783		14.851850127149529	
EFTUD2	15.989640009555169	17.61698796900708	17.32752919696539	15.472796187390841	16.712680888447508	17.394392143456532	17.050572749692854	17.20894804864101	16.253926160995253	17.213646364866218	17.028763509192828	16.377164039025217	15.789310429088168	16.79324364086147	17.043350339971347	16.268966622155148	16.863066465353917	17.532807595159696	16.67090186195564	17.18320411302851	16.89200540213158	17.639599877465276	16.62194524275341	16.460482036296213	16.546268413291326	16.932235549640247	16.427073691073815	16.827570069193804	17.00520954379886	17.029052689717346	16.77297697988437	16.668999804540604	15.816137200202885	16.874468443323686	16.846800212294806	16.592125934275494	16.864019875322626	16.890012145588265	16.905369542911757	16.521669710272878	17.061000989322515	16.46905706621892	17.17205400963503	16.86576767683029	16.37776450454425
EGFR					12.697248694386582		13.09731150565975			13.926736753446496	13.615235833834161	12.691760165069986	12.374045459621826	13.810777355696445	12.990737889822107	12.418145298771902	13.185626497066833	14.888037036794646	12.639690083335173	12.987500000318569	12.01235704578559	12.67589805747313	12.301799039855972	10.931106926907056	12.431670720265888		12.082335289698216	13.32017518678606	15.767208674904376	12.978914387484416	12.574213141336562	16.037129605615405	14.729419589854501	12.63817790428251	11.584203131345866	12.290622475008457	13.936555616325268	12.440552299619615	13.077223088590008	18.446906021388934		12.164290417662416	12.73525486509042	12.52043895828336	12.179505665143092
EGLN1	14.181943656618717	14.498030273308474		14.582578000868375	14.691367747388997		14.468829651759867	14.330948836741179	14.141765905697127	14.014813049856748	14.902634611170443	14.199673035776765	14.867579451458292	14.516344580579227	14.36806415038221	14.356890747964853	15.139196598250239				14.097419537458498	14.907657222092096	14.671500099418779	13.94804839586321	15.12532064793368	15.147076243836405	15.0932673905089	14.544076284749746	14.857660989981326	14.705277025317065	14.760401259930642	14.78871221863749	14.213555785073527	15.368329784917247	13.892806663526958	14.750393465485125	14.163184953897044	14.616764050478084	14.361045322050328	13.838596046718662	14.389504875064222	15.2392400904839		14.952509489783942	13.908340106587634
EHBP1	12.936670540570933	13.679330394329465		13.218643995007593	13.00580642336978		13.454435702154584	13.194564272965138	13.284331096656778	13.642981285621849	13.264495667577707	13.299972442797054	13.117834069657771	13.040171059093488	13.77610806826838	13.124399889987659	13.108913201254495	13.850838590314881	13.737160143467003	12.798163159105481	13.98482556851458	13.81425136788007	13.75279053153592	14.603130347993938	13.391834108503572	14.416215434350761	13.550372476856966	13.024008333935521	13.685736439400701	14.023732112687814	13.564839010705889	13.759104153495585	14.76804289619797	13.770035000710225	13.887328578547818	13.35770934899848	12.780703171894887	13.631936353603026	13.83810916606099	14.388498174130227	15.538768965664529	13.274888003187195	14.142236467500954	12.737206794248614	14.264312256071923
EHBP1L1	20.929370074833717	14.315213780893592	15.223154753682719	21.54628377039563	19.34359349798824		17.781227175136756	17.227901709305833	20.39228101212922	19.509843954183115	16.06123098515122	16.649550130168617	17.127216043231286	17.943563997122713	17.52422674381046	17.00607096862884	16.6328802555434	15.681437874299467	18.880414515870825	21.94718478548081	16.643296795862664	16.099844444511046	19.650194000872993	22.144174743908213	17.384866980948992	19.418502755763477	16.49992121135952	16.41688048496639	18.822148107719322	17.111199285743204	18.027872348304715	19.253802171599734	20.976051054608984	16.8465856254412	17.51255990730701	17.016020645119415	18.797695376201634	17.521833937896247	16.947146046001155	21.151898886428825	21.214502850628033	16.23971589329339	16.046881176593143	16.50664032741488	21.567502197190215
EHD1	17.050721154991283			17.076850009522712	17.524675825283317		15.205122034831776	13.91060227524472	17.28458753563989	15.983191461890522		13.933627981255402			14.109143070873344	14.366301018105979			16.213353223297798	18.186866214262174	15.606969499374125	17.02508109314087	17.615788766465805	17.35564062617257		17.659475297080284		13.846725278566915	17.437949983942335		12.08615893562407	17.518709201595616	17.721934869879018		15.372292232152988	14.708182437896532	15.731849353299834	15.466174679135863	14.4756374802748	17.213630055370167	18.22273661786063	14.497819408362334		14.014396648764796	16.360154228366486
EHD2	18.716408752681524	18.092191316655093	17.01947053284581	17.550726506861395	17.72353100388624	16.770028294879513	16.7995585403958	16.806672411255086	18.213190278375883	18.147494371838697	16.514224677856244	16.4833784616057	16.693901055058063	17.02022881514617	17.390348930899954	17.9151278652153	18.134693731901802	17.719019350840817	16.875292393577574	16.763188385628496	16.714762542856082	17.46866179730774	19.202748850796443	18.39268241474984	18.572814296428838	19.50730610016055	18.182286243952866	16.892159518609883	18.97556753978609	16.982167080651138	17.810714236644873	19.045150119454384	20.59099262232224	16.798791198890974	17.875965758466403	16.809223531056194	16.785540115399478	17.378497758512594	17.132281435014214	18.446664832119932	19.322850260303778	16.750173647403717	18.379433637485228	16.5573332020085	17.741155016843916
EHD3	15.567947614626092	16.23733191067162	15.343608833255427	17.069554775295984	16.86412662212023	15.434177911720177	16.080820726014263	15.98331559641729	17.602892098246137	14.8410737323305		14.635586557146057	14.486231423184417	15.289456488575809	15.555552201242804	15.604105775883065	15.999889598701436	14.733159739469338	16.854454839856405	18.276027608755054	15.4058619017048	14.422626078834137	17.19222285787013	15.189851205821952	15.877307344028422	17.002261953658778	15.412599236792316	15.909105151043656	17.247518140578457	14.955016072465263	13.340143692295976	16.772083685978604	16.46802915627601	15.691708726231836	16.01372664679645	15.912989618526991	15.998459277849673	14.839218381718085	16.01614393796538	16.115209810706617	16.566026185398254	15.34063250564221	18.146072030579486	15.390041598136792	15.405425671747244
EHD4	17.878088445137582	15.969529752278335	17.32568389094927	17.127408140519808	16.551130733186625	16.23657667400904	16.384472634693342	16.539083033782703	16.92705863601926	15.918371135544218	17.03208571331618	15.646575175591911	15.142133873982793	16.470211927541136	15.396641158024762	16.38025678491755	15.094896743987517		16.400607849940258	17.59762088087213	16.089787560576053	16.623396060536496	16.226120335780667	17.44970785685304	17.05960135732278	16.710227970712932	16.92608970728709	16.15319769699029	16.394968338993863	16.756178052796447	15.362581155951293	16.429776499545152	17.699637954980332	15.401951945649001	15.840160737081703	16.659767167990307	17.0960960098466	15.943498279418169	15.966244760322967	17.284376980583318	18.20466401937364	14.870794480669634	16.16730510944794	15.968815789879645	16.733506585482093
